12-21 17:54:49.772   973  3282 I System.out: PANELS: PLUGINS/COM.BYLAZAR.LIMELIGHTPROXY: Proxying request to /status
12-21 17:54:51.799   973  3282 I System.out: PANELS: PLUGINS/COM.BYLAZAR.LIMELIGHTPROXY: Proxying request to /status
12-21 17:54:53.828   973  3282 I System.out: PANELS: PLUGINS/COM.BYLAZAR.LIMELIGHTPROXY: Proxying request to /status
12-21 17:54:55.331   973  3286 D AURORA_DBG: [FusionLocalizer] Initializing FusionLocalizer | startPose=(1429.0, 1229.0)mm @ 180.0°
12-21 17:54:55.347   973  3286 I AURORA_DBG: [FusionLocalizer] FusionLocalizer initialized successfully
12-21 17:54:55.348   973  3286 I AURORA_DBG: [FusionDriveTest] Localizer created | startPose=(1429.0, 1229.0)mm @ 180.0°
12-21 17:54:55.359   973  3286 I LimelightVision: AUTO-CALIBRATED heading offset: 46.7° (MT1=-133.3°, Odo=180.0°)
12-21 17:54:55.366   973  3286 I FusionLocalizer: HEADING_CALIBRATED: offset=46.7° (MT1=-133.3°, Odo=180.0°)
12-21 17:54:55.366   973  3286 I AURORA_DBG: [FusionLocalizer] HEADING_CALIBRATED | offset=46.7° from MT1
12-21 17:54:55.367   973  3286 D FusionLocalizer: MT2_HEADING_INPUT: -133.3° (sent to Limelight, offset=47°, calibrated=YES)
12-21 17:54:55.367   973  3286 D AURORA_DBG: [FusionLocalizer] MT2_HEADING_INPUT | -133.3° (sent to Limelight)
12-21 17:54:55.367   973  3286 D FusionLocalizer: MT1_RAW: (0.004, -0.028)m @ -133.3°
12-21 17:54:55.367   973  3286 D FusionLocalizer: MT2_RAW: (-0.037, 0.019)m @ -132.0°
12-21 17:54:55.367   973  3286 D AURORA_DBG: [FusionLocalizer] LL_RAW_POSE | (-0.037, 0.019)m @ -132.0° (before 180° rotation)
12-21 17:54:55.368   973  3286 D AURORA_DBG: [FusionLocalizer] LL_TRANSFORMED | (0.037, -0.019)m @ -132.0° (after 180° rotation)
12-21 17:54:55.368   973  3286 D AURORA_DBG: [FusionLocalizer] ODO_HEADING_FOR_MT2 | 180.0° (should be fed to Limelight for MegaTag2)
12-21 17:54:55.368   973  3286 D FusionLocalizer: VISION_MEASUREMENT: raw=(36.6, -19.3)mm @ -132.0°
